law_number,law_category,official_name,systematic_name,common_name,aliases,effective_date,effective_date_ja,pubchem_cid,inchi_key,smiles,source_link,note,status
221,指定薬物,１－（２－フルオロフェニル）プロパン－２－アミン及びその塩類,1-(2-furuorophenyl)puropan- 2-amine,2FMP,2-Fluoroamphetamine; 2F-AMP,2014/12/26,平成26年12月26日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
222,指定薬物,１－（３－フルオロフェニル）プロパン－２－アミン及びその塩類,1-(3-furuorophenyl)puropan- 2-amine,3FMP,3-Fluoroamphetamine; 3F-AMP,2015/01/30,平成27年1月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
223,指定薬物,［５－（２－フルオロフェニル）－１－ペンチル－１Ｈ－ピロール－３－イル］（ナフタレン－１－イル）メタノン及びその塩類,[5-(2-furuorophenyl)-1-pe nchiru-1H-piro-ru-3-iru](na futaren-1-iru)metanon 類,JWH-307,,2013/04/30,平成25年4月30日,16049783 ,WYNZPDDTQGVCLZ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
224,指定薬物,［５－（３－フルオロフェニル）－１－ペンチル－１H－ピロール－３－イル］（ナフタレン－１－イル）メタノン及びその塩類,[5-(3-furuorophenyl)-1-pe nchiru-1H-piro-ru-3-iru](na futaren-1-iru)metanon 類,JWH-368,,2015/03/25,平成27年3月25日,44418331 ,OCOICOMCAJNSCA-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
225,指定薬物,５－（４－フルオロフェニル）－４－メチル－４，５－ジヒドロオキサゾール－２－アミン及びその塩類,"5-(4-furuorophenyl)-4-mechi ru-4,5-jihidorookisazo-ru-2 -amine",4F-4-MAR,4-fluoro-4-Methylaminorex; 4-FPO; 4F-MAR,2025/08/29,令和7年8月29日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
226,指定薬物,１－（２－フルオロフェニル）－Ｎ －メチルプロパン－２－アミン及びその塩類,1-(2-furuorophenyl)-N-mechi rupuropan-2-amine,N-Methyl-2-FMP,2-FMA,2010/08/25,平成22年8月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
227,指定薬物,１－（３－フルオロフェニル）－Ｎ－メチルプロパン－２－アミン及びその塩類,1-(3-furuorophenyl)-N-mechi rupuropan-2-amine,3-Fluoromethamphetamine,3-FMA,2013/06/28,平成25年6月28日,58216164 ,RRVAUTPWWWFYQT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
228,指定薬物,１－（４－フルオロフェニル）－Ｎ－メチルプロパン－２－アミン及びその塩類,1-(4-furuorophenyl)-N-mechi rupuropan-2-amine,N-Methyl-4-FMP,4-Fluoromethamphetamine,2008/12/17,平成20年12月17日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
229,指定薬物,２－（２－フルオロフェニル）－３－メチルモルフォリン及びその塩類,2-(2-furuorophenyl)-3-mechi rumoruforin,2-FPM,2-Fluorophenmetrazine,2017/02/24,平成29年2月24日,67471199 ,QTYLEXQVLJYJHT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
230,指定薬物,２－（３－フルオロフェニル）－３－メチルモルフォリン及びその塩類,2-(3-furuorophenyl)-3-mechi rumoruforin,3-Fluorophenmetrazine,3-FPM,2015/11/25,平成27年11月25日,54673723 ,VHYVKJAQSJCYCK-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
231,指定薬物,２－（４－フルオロフェニル）－３－メチルモルフォリン及びその塩類,2-(4-furuorophenyl)-3-mechi rumoruforin,4-Fluorophenmetrazine,4-FPM,2016/03/09,平成28年3月9日,43350789 ,CLXPYTBRAZHUFD-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
232,指定薬物,[１－（４－フルオロベンジル）－１Ｈ－インドール－３－イル]（２，２，３，３－テトラメチルシクロプロピル）メタノン及びその塩類,"[1-(4-furuorobenzylu)-1H-i ndo-ru-3-iru](2,2,3,3-teto ramechirushikuropuropiru)metanon及びそ の salts",FUB-144,,2014/08/15,平成26年8月15日,118796439 ,UXOFEILQVZFLRH-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
233,指定薬物,［１－（４－フルオロベンジル）－１Ｈ－インドール－３－イル］（ナフタレン－１－イル）メタノン及びその塩類,[1-(4-furuorobenzylu)-1H- indo-ru-3-iru](nafutaren-1 -iru)metanon,FUB-JWH-018,,2015/11/25,平成27年11月25日,121489975 ,VREQTLWJHFQLEX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
234,指定薬物,１－（４－フルオロベンジル）－Ｎ－（ナフタレン－１－イル）－１Ｈ－インドール－３－カルボキサミド及びその塩類,1-(4-furuorobenzylu)-N-(na futaren-1-iru)-1H-indo-ru -3-karubokisamido,FDU-NNE1,,2015/06/24,平成27年6月24日,122213806 ,XYSIFMHZXZATQO-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
235,指定薬物,Ｎ－（２－フルオロベンジル）－２－（４－ヨード－２，５－ジメトキシフェニル）エタンアミン及びその塩類,"N-(2-furuorobenzylu)-2-(4 -yo-do-2,5-jimethoxyphenyl) etanamine",25I-NBF,,2015/05/22,平成27年5月22日,57469209 ,LPBKNBHMWRBPHT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
236,指定薬物,[１－（５－フルオロペンチル）－１Ｈ－インダゾール－３－イル]（ナフタレン－１－イル）メタノン及びその塩類,[1-(5-furuoropenchiru)-1H-i ndazo-ru-3-iru](nafutaren-1 -iru)metanon,THJ-2201,,2014/08/15,平成26年8月15日,91864533 ,DULWRYKFTVFPTL-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
237,指定薬物,［1－（５－フルオロペンチル）－1Ｈ－インドール－３－イル］（ピリジン－３－イル）メタノン及びその塩類,[1-(5-furuoropenchiru)-1H-i ndo-ru-3-iru](pirijin-3-i ru)metanon,5-Fluoropentyl-3-pyridinoylindole,,2013/04/30,平成25年4月30日,129844439 ,MGZNWVDDFDINBW-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
238,指定薬物,［１－（５－フルオロペンチル）－１Ｈ－インドール－３－イル］（２－ヨードフェニル）メタノン及びその塩類,[1-(5-furuoropenchiru)-1H- indo-ru-3-iru](2-yo-dofe niru)metanon,AM694,,2011/09/20,平成23年9月20日,9889172 ,LFFIIZFINPPEMC-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
239,指定薬物,１－（５－フルオロペンチル）－N－（ナフタレン－１－イル）－１H－インダゾール－３－カルボキサミド及びその塩類,1-(5-furuoropenchiru)-N-(na futaren-1-iru)-1H-indazo- ru-3-karubokisamido,5-Fluoro-MN-18,5-Fluoro-NNE1 indazole analog,2014/06/11,平成26年6月11日,91936859 ,XBSWUIWDRFCAGZ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
240,指定薬物,１－（５－フルオロペンチル）－Ｎ－フェニル－１Ｈ－インドール－３－カルボキサミド及びその塩類,1-(5-furuoropenchiru)-N-fe niru-1H-indo-ru-3-karuboki samido,LTI-701,,2017/08/29,平成29年8月29日,91936840 ,FZYJALPWLNXEIP-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
241,指定薬物,１－（５－フルオロペンチル）－Ｎ－（２－フェニルプロパン－２－イル）－１Ｈ－インダゾール－３－カルボキサミド及びその塩類,1-(5-furuoropenchiru)-N-(2 -phenylpuropan-2-iru)-1H -indazo-ru-3-karubokisamido及 びその salts,CUMYL-5F-PINACA,,2015/08/19,平成27年8月19日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
242,指定薬物,１－（５－フルオロペンチル）－Ｎ－（２－フェニルプロパン－２－イル）－１Ｈ－インドール－３－カルボキサミド及びその塩類,1-(5-furuoropenchiru)-N-(2 -phenylpuropan-2-iru)-1H -indo-ru-3-karubokisamido及び その salts,CUMYL-5F-PICA,,2015/08/19,平成27年8月19日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
243,指定薬物,５－（５－フルオロペンチル）－２－（２－フェニルプロパン－２－イル）－２，５－ジヒドロ－１H－ピリド［４，３－ｂ］インドール－１－オン及びその塩類,"5-(5-furuoropenchiru)-2-(2 -phenylpuropan-2-iru)-2,5 -jihidoro-1H-pirido[4,3-b]in do-ru-1-on",5F-CUMYL-PEGACLONE,5FーSGT-151,-,令和元年8月29日,134818048 ,SMRRORRDOWXERZ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
244,指定薬物,１－（５－フルオロペンチル）－Ｎ－（２－フェニルプロパン－２－イル）－１Ｈ－ピロロ［２，３－ｂ］ピリジン－３－カルボキサミド及びその塩類,"1-(5-furuoropenchiru)-N-(2 -phenylpuropan-2-iru)-1H -piroro[2,3-b]pirijin-3-karu bokisamido",CUMYL-5F-P7AICA,,2016/02/10,平成28年2月10日,129532613 ,MXJYOUMYJGNQEY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
245,指定薬物,[１－（５－フルオロペンチル）－１Ｈ－ベンゾ[d]イミダゾール－２－イル]（ナフタレン－１－イル）メタノン及びその塩類,[1-(5-furuoropenchiru)-1H- benzo[d]imidazo-ru-2-iru](nafu taren-1-iru)metanon 類,FUBIMINA,AM2201 benzimidazole analog,2014/08/15,平成26年8月15日,124519316 ,KUESSZMROAFKQJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
246,指定薬物,１－（４－フルオロ－３－メチルフェニル）－２－（ピロリジン－１－イル）ペンタン－１－オン及びその塩類,1-(4-furuoro-3-mechirufeni ru)-2-(pirorijin-1-iru)pen tan-1-on,4-fluoro-3-methyl-α-PVP,MFPVP,2022/08/30,令和4年8月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
247,指定薬物,４－プロパノイルオキシ－Ｎ，Ｎ－ジメチルトリプタミン,"4-puropanoiruokishi-N,N-jime chirutoriputamine",4-PrO-DMT,,2025/10/29,令和7年10月29日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
248,指定薬物,２－（４－ブロモ－２，５－ジメトキシフェニル）－Ｎ－（２－フルオロベンジル）エタンアミン及びその塩類,"2-(4-buromo-2,5-jimethoxyfe niru)-N-(2-furuorobenzylu)e tanamine",25B-NBF,,2014/09/19,平成26年9月19日,125181239 ,ATMBBMXJNIJRST-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
249,指定薬物,２－［（４－ブロモ－２，５－ジメトキシフェネチルアミノ）メチル］フェノール及びその塩類,"2-[(4-buromo-2,5-jimethoxy fenechiruamineo)mechiru]feno-ru及 びその salts",25B-NBOH,2C-B-NBOH; NBOH-2C-B,2017/12/19,平成29年12月19日,125181394 ,RSUNJYKZRKIBNB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
250,指定薬物,２－（８－ブロモ－２，３，６，７－テトラヒドロベンゾ［１，２－ｂ：４，５－ｂ’］ジフラン－４－イル）エタンアミン及びその塩類,"2-(8-buromo-2,3,6,7-tetorahi dorobenzo[1,2-b:4,5-b’]jifura n-4-iru)etanamine 類",2C-B-FLY,,2016/02/10,平成28年2月10日,10265873 ,YZDFADGMVOSVIX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
251,指定薬物,１－（８－ブロモベンゾ[１，２－ｂ：４，５－ｂ’]ジフラン－４－イル）プロパン－２－アミン及びその塩類,"1-(8-buromobenzo[1,2-b:4,5 -b’]jifuran-4-iru)puropan-2 -amine",Bromo-DragonFLY,,2015/08/19,平成27年8月19日,10544447 ,GIKPTWKWYXCBEC-SSDOTTSWSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
252,指定薬物,３－ヘプチル－６ａ，７，８，９，１０，１０ａ－ヘキサヒドロ－１－メトキシ－６，６，９－トリメチル－６Ｈ－ジベンゾ［ｂ，ｄ］ピラン及びその塩類,"3-hepuchiru-6a,7,8,9,10,10a -hekisahidoro-1-methoxy-6,6, 9-torimechiru-6H-jibenzo[b,d] piran",HHCPM,O-methyl-HHCP; Hexahydrocannabiphorol methyl ether,2024/08/07,令和6年8月7日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
253,指定薬物,２－ベンジルアミノ－１－（３，４－メチレンジオキシフェニル）プロパン－１－オン及びその塩類,"2-benzyluamineo-1-(3,4-mechire njiokishiphenyl)puropan-1-o n",BMDP,,2012/10/17,平成24年10月17日,129318251 ,VPHHNGQFGIQHOU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
254,指定薬物,４－ベンジルピペリジン及びその塩類,4-benzylupiperijin,,,2015/02/18,平成27年2月18日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,
255,指定薬物,Ｎ－ベンジル－１－（５－フルオロペンチル）－１Ｈ－インドール－３－カルボキサミド及びその塩類,N-benzylu-1-(5-furuoropen chiru)-1H-indo-ru-3-karubo kisamido,5F-SDB-006,,2015/03/25,平成27年3月25日,91936847 ,VFLXAWVAWXHMFB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
256,指定薬物,N－ベンジル－１－ペンチル－１H－インドール－３－カルボキサミド及びその塩類,N-benzylu-1-penchiru-1H-i ndo-ru-3-karubokisamido,SDB-006,,2014/09/19,平成26年9月19日,2227769 ,OLACYTSBFXCDOH-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
257,指定薬物,１－ベンジル－４－メチルピペラジン及びその塩類,1-benzylu-4-mechirupiperajin及 びその salts,MBZP,,2007/02/28,平成19年2月28日,763557 ,MLJOKPBESJWYGL-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
258,指定薬物,４－ベンゾイル－Ｎ，Ｎ－ジエチル－７－メチル－４，６，６ａ，７，８，９－ヘキサヒドロインドロ［４，３－ｆｇ］キノリン－９－カルボキサミド及びその塩類,"4-benzoiru-N,N-jiechiru-7 -mechiru-4,6,6a,7,8,9-heki sahidoroindoro[4,3-fg]kinorin- 9-karubokisamido",1Bz-LSD,,2025/08/29,令和7年8月29日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
259,指定薬物,１－［１－（ベンゾ［ｂ］チオフェン－２－ イル）シクロヘキシル］ピペリジン及びその塩類,1-[1-(benzo[b]chiofen-2- iru)cyclohexyl]piperijin及びそ の salts,Benocyclidine,BTCP,2021/10/21,令和3年10月21日,123692 ,RGSVXQJPSWZXOP-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
260,指定薬物,１－（ベンゾフラン－２－イル）－Ｎ－エチルプロパン－２－アミン及びその塩類,1-(benzofuran-2-iru)-N-e chirupuropan-2-amine 類,2-EAPB,,2015/01/30,平成27年1月30日,102144589 ,SGGKRTSTBXBERJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
261,指定薬物,１－（ベンゾフラン－４－イル）－Ｎ－エチルプロパン－２－アミン及びその塩類,1-(benzofuran-4-iru)-N-e chirupuropan-2-amine 類,4-EAPB,,-,令和元年11月14日,137699817 ,MRILILMKQADCNG-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
262,指定薬物,１－（ベンゾフラン－５－イル）－Ｎ－エチルプロパン－２－アミン及びその塩類,1-(benzofuran-5-iru)-N-e chirupuropan-2-amine 類,5-EAPB,,2014/12/26,平成26年12月26日,102336590 ,ZBZDDOARNPAMSP-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
263,指定薬物,１－（ベンゾフラン－６－イル）－Ｎ－エチルプロパン－２－アミン及びその塩類,1-(benzofuran-6-iru)-N-e chirupuropan-2-amine 類,6-EAPB,,-,令和元年11月14日,102336591 ,MIRNYUKRRZFBOI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
264,指定薬物,１－（ベンゾフラン－２－イル）プロパン－２－アミン及びその塩類,1-(benzofuran-2-iru)puropan -2-amine,2-APB,,2015/02/18,平成27年2月18日,1598 ,BLZVCIGGICSWIG-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
265,指定薬物,１－（ベンゾフラン－５－イル）プロパン－２－アミン及びその塩類,1-(benzofuran-5-iru)puropan -2-amine,5-APB,,2015/09/16,平成27年9月16日,9837232 ,VKUMKUZDZWHMQU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
266,指定薬物,１－（ベンゾフラン－６－イル）プロパン－２－アミン及びその塩類,1-(benzofuran-6-iru)puropan -2-amine,6-APB,,2012/12/17,平成24年12月17日,9794343 ,FQDAMYLMQQKPRX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
267,指定薬物,１－（ベンゾフラン－２－イル）－Ｎ－メチルプロパン－２－アミン及びその塩類,1-(benzofuran-2-iru)-N-me chirupuropan-2-amine 類,2-MAPB,,2014/08/15,平成26年8月15日,547092 ,ANJIDHKQUCZNQY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
268,指定薬物,１－（ベンゾフラン－５－イル）－Ｎ－メチルプロパン－２－アミン及びその塩類,1-(benzofuran-5-iru)-N-me chirupuropan-2-amine 類,5-MAPB,,2014/08/15,平成26年8月15日,102336592 ,ZOVRTIPCNFERHY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
269,指定薬物,１－ペンチル－Ｎ－（キノリン－８－イル）－１Ｈ－インダゾール－３－カルボキサミド及びその塩類,1-penchiru-N-(kinorin-8-i ru)-1H-indazo-ru-3-karubo kisamido,THJ,,2016/06/22,平成28年6月22日,124519290 ,YAYIQXMTUCPLHG-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
270,指定薬物,１－ペンチル－Ｎ－（２－フェニルプロパン－２－イル）－１Ｈ－インダゾール－３－カルボキサミド及びその塩類,1-penchiru-N-(2-phenylpuro pan-2-iru)-1H-indazo-ru -3-karubokisamido,CUMYL-PINACA,,2015/08/19,平成27年8月19日,86273676 ,LCBASRYREGWIJT-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
271,指定薬物,１－ペンチル－Ｎ－（２－フェニルプロパン－２－イル）－１Ｈ－インドール－３－カルボキサミド及びその塩類,1-penchiru-N-(2-phenylpuro pan-2-iru)-1H-indo-ru-3 -karubokisamido,CUMYL-PICA,,2015/08/19,平成27年8月19日,86273678 ,RCXFMWJQOYCIQU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
272,指定薬物,[１－（１－メチルアゼパン－３－イル）－１Ｈ－インドール－３－イル]（ナフタレン－１－イル）メタノン及びその塩類,[1-(1-mechiruazepan-3-iru) -1H-indo-ru-3-iru](nafuta ren-1-iru)metanon,AM1220 アゼパン異性体,AM1220 azepan isomer,2014/08/15,平成26年8月15日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
273,指定薬物,２－（メチルアミノ）－１－（３，４－ジメチルフェニル）プロパン－１－オン及びその塩類,"2-(mechiruamineo)-1-(3,4-jimechi ruphenyl)puropan-1-on及びそ の salts","3, 4-Dimethylmethcathinone",,2012/06/01,平成24年6月1日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
274,指定薬物,２－（メチルアミノ）－１－（チオフェン－２－イル）プロパン－１－オン及びその塩類,2-(mechiruamineo)-1-(chiofen- 2-iru)puropan-1-on,2-Thiothinone,βk-MPA,2021/08/25,令和3年8月25日,12198617 ,DOZQPYDMJMLVKX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
275,指定薬物,２－（メチルアミノ）－２－フェニルシクロヘキサノン及びその塩類,2-(mechiruamineo)-2-phenylshikuro hekisanon,Deschloroketamine,DXE; DCK,2017/06/21,平成29年6月21日,437168 ,ZAGBSZSITDFFAF-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
276,指定薬物,２－［（メチルアミノ）メチル］－３，４－ジヒドロナフタレン－１（２Ｈ）－オン及びその塩類,"2-[(mechiruamineo)mechiru]-3,4-ji hidoronafutaren-1(2H)-on及びそ の salts",Mephtetramine,,2015/09/16,平成27年9月16日,69845357 ,FTRWLSZFQILOOD-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
277,指定薬物,Ｎ－メチルインダン－２－アミン及びその塩類,N-mechiruindan-2-amine及びそ の salts,N-methyl-2-AI,,2014/03/06,平成26年3月6日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
278,指定薬物,（Ｅ）－メチル＝２－［（２Ｓ，３Ｓ，７ａＳ，１２ｂＳ）－３－エチル－７ａ－ヒドロキシ－８－メトキシ－１，２，３，４，６，７，７ ａ，１２ｂ－オクタヒドロインドロ［２，３－ ａ］キノリジン－２－イル］－３－メトキシアクリラート及びその塩類,"(E)-mechiru=2-[(2S,3S,7aS, 12bS)-3-echiru-7a-hidorokishi -8-methoxy-1,2,3,4,6,7,7 a,12b-okutahidoroindoro[2,3- a]kinorijin-2-iru]-3-methoxy akurira-to",7-Hydroxymitragynine,7a-Hydroxy-7H-mitragynine,2016/03/09,平成28年3月9日,44301524 ,RYENLSMHLCNXJT-CYXFISRXSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
279,指定薬物,（Ｅ）－メチル＝２－［（２Ｓ，３Ｓ，１２ｂ Ｓ）－３－エチル－８－メトキシ－１，２，３，４，６，７，１２，１２ｂ－オクタヒドロインドロ［２，３－ａ］キノリジン－２－イル］－３－メトキシアクリラート及びその塩類,"(E)-mechiru=2-[(2S,3S,12b S)-3-echiru-8-methoxy-1,2, 3,4,6,7,12,12b-okutahidoroi ndoro[2,3-a]kinorijin-2-iru] -3-methoxyakurira-to 類",Mitragynine,,2016/03/09,平成28年3月9日,3034396 ,LELBFTMXCIIKKX-QVRQZEMUSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
280,指定薬物,メチル＝２－[１－（シクロヘキシルメチル）－１Ｈ－インダゾール－３－カルボキサミド]－３，３－ジメチルブタノアート及びその塩類,"mechiru=2-[1-(cyclohexylmechi ru)-1H-indazo-ru-3-karubo kisamido]-3,3-jimechirubutanoa-to",MDMB-CHMINACA,,2014/12/26,平成26年12月26日,121491808 ,DGQMLBSSRFFINY-LJQANCHMSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
281,指定薬物,メチル＝２－［１－（シクロヘキシルメチル）－１Ｈ－インダゾール－３－カルボキサミド]－３－メチルブタノアート及びその塩類,mechiru=2-[1-(cyclohexylmechi ru)-1H-indazo-ru-3-karubo kisamido]-3-mechirubutanoa-to及び その salts,MA-CHMINACA,,2014/12/26,平成26年12月26日,119026010 ,CRGGXDSTBHQLKJ-SFHVURJKSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
282,指定薬物,メチル＝２－［１－（シクロヘキシルメチル）－１Ｈ－インドール－３－カルボキサミド］－３－メチルブタノアート及びその塩類,mechiru=2-[1-(cyclohexylmechi ru)-1H-indo-ru-3-karuboki samido]-3-mechirubutanoa-to及びそ の salts,AMB-CHMICA,,2016/12/21,平成28年12月21日,121494125 ,ROWZIXRLVUOMCJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
283,指定薬物,メチル＝３－（３，４－ジクロロフェニル）－８－メチル－８－アザビシクロ［３．２．１］オクタン－２－カルボキシラート及びその塩類,"mechiru=3-(3,4-jikurorophenyl) -8-mechiru-8-azabishikuro[3. 2.1]okutan-2-karubokishira-to",RTI-111,Dichloropane; O-401,2017/02/24,平成29年2月24日,9820470 ,RHWDQYHGQIZSGW-LZRDFDPJSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
284,指定薬物,Ｎ－メチル－１－（ナフタレン－２－イル）プロパン－２－アミン及びその塩類,N-mechiru-1-(nafutaren-2-i ru)puropan-2-amine,Methamnetamine,,2015/09/16,平成27年9月16日,17802040 ,BWWWOLYZMKACSB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
285,指定薬物,（４－メチルピペラジン－１－イル）（１－ペンチル－１Ｈ－インドール－３－イ  ル）メタノン及びその塩類,(4-mechirupiperajin-1-iru)(1- penchiru-1H-indo-ru-3-i ru)metanon,MEPIRAPIM,,2014/10/29,平成26年10月29日,101896603 ,IUEFFEOHJKCBPF-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
286,指定薬物,｛１－［（１－メチルピペリジン－２－イル）メチル］－１Ｈ－インドール－３－イル｝（ナフタレン－1－イル）メタノン及びその塩類,{1-[(1-mechirupiperijin-2-i ru)mechiru]-1H-indo-ru-3-i ru}(nafutaren-1-iru)metanon及び その salts,AM1220,,2012/06/01,平成24年6月1日,9929889 ,URKVBEKZCMUTQC-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
287,指定薬物,１－［１－（３－メチルフェニル）シクロヘキシル］ピロリジン及びその塩類,1-[1-(3-mechiruphenyl)shikurohe kishiru]pirorijin,3-Me-PCPy,3-Methyl rolicyclidine,2023/03/10,令和5年3月10日,137332188 ,JZVMREFYFTZXGN-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
288,指定薬物,２－（４－メチルフェニル）－２－（ピペリジン－２－イル）酢酸メチルエステル及びその塩類,2-(4-mechiruphenyl)-2-(piperi jin-2-iru) acetatemechiruesuteru及 びその salts,4-Methylmethylphenidate,,2016/06/22,平成28年6月22日,23815457 ,WJZNCJIOIACDBR-UONOGXRCSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
289,指定薬物,Ｎ－（２－メチルフェニル）－Ｎ－（１－フェネチルピペリジン－４－イル）プロパンアミド,N-(2-mechiruphenyl)-N-(1- fenechirupiperijin-4-iru)puro panamido,ortho-Methylfentanyl o-Methylfentanyl,,2025/10/29,令和7年10月29日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
290,指定薬物,１－（４－メチルフェニル）プロパン－２－アミン及びその塩類,1-(4-mechiruphenyl)puropan-2 -amine,4-Methylamphetamine,,2012/10/17,平成24年10月17日,199116 ,ZDHZDWSHLNBTEB-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
291,指定薬物,メチル（１―フェニルプロパン―２―イル）カルバミン酸１，１―ジメチルエチル及びその塩類,"mechiru(1―phenylpuropan―2―i ru)karubamine酸1,1―jimechiruechiru",t-BOC-Methamphetamine,,2017/12/19,平成29年12月19日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
292,指定薬物,２－（２－メチルフェニル）－１－（１－ペンチル－１Ｈ－インドール－３－イル）エタン－１－オン及びその塩類,2-(2-mechiruphenyl)-1-(1-pe nchiru-1H-indo-ru-3-iru) etan-1-on,JWH-251,,2011/04/14,平成23年4月14日,11616723 ,YBIPNGRKUAVSBG-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
